register_id,direction,origin,destination,year,date,product,transport_mode,company_name,total_value
3016,Exports,China,Spain,2016,05/06/16,Smartphones,Air,Huawei Technologies Co,9000000
3017,Exports,China,Spain,2016,06/06/16,Smartphones,Air,Huawei Technologies Co,3000000
3018,Exports,China,Spain,2016,07/06/16,Smartphones,Air,Huawei Technologies Co,14000000
3019,Exports,China,Spain,2016,08/06/16,Smartphones,Air,Huawei Technologies Co,4000000
3020,Exports,China,Spain,2016,09/06/16,Smartphones,Air,Huawei Technologies Co,16000000
3021,Exports,China,Spain,2016,10/06/16,Smartphones,Air,Huawei Technologies Co,21000000
3022,Exports,China,Spain,2016,11/06/16,Smartphones,Air,Huawei Technologies Co,5000000
3023,Exports,China,Spain,2016,12/06/16,Smartphones,Air,Huawei Technologies Co,1000000
3024,Exports,China,Spain,2016,13/06/16,Smartphones,Air,Huawei Technologies Co,2000000
3025,Exports,China,Spain,2016,14/06/16,Smartphones,Air,Huawei Technologies Co,16000000
3026,Exports,China,Spain,2016,15/06/16,Smartphones,Air,Huawei Technologies Co,39000000
3027,Exports,China,Spain,2016,16/06/16,Smartphones,Air,Huawei Technologies Co,10000000
3028,Exports,China,Spain,2016,17/06/16,Smartphones,Air,Huawei Technologies Co,24000000
3029,Exports,China,Spain,2016,18/06/16,Smartphones,Air,Huawei Technologies Co,6000000
3030,Exports,China,Spain,2016,19/06/16,Smartphones,Air,Huawei Technologies Co,1000000
3031,Exports,China,Spain,2016,20/06/16,Smartphones,Air,Huawei Technologies Co,2000000
3032,Exports,China,Spain,2016,21/06/16,Smartphones,Air,Huawei Technologies Co,11000000
3033,Exports,China,Spain,2016,22/06/16,Smartphones,Air,Huawei Technologies Co,7000000
3034,Exports,China,Spain,2016,23/06/16,Smartphones,Air,Huawei Technologies Co,23000000
3035,Exports,China,Spain,2016,24/06/16,Smartphones,Air,Huawei Technologies Co,14000000
3036,Exports,China,Spain,2016,25/06/16,Smartphones,Air,Huawei Technologies Co,1000000
3037,Exports,China,Spain,2016,26/06/16,Smartphones,Air,Huawei Technologies Co,3000000
3038,Exports,China,Spain,2016,27/06/16,Smartphones,Air,Huawei Technologies Co,5000000
3039,Exports,China,Spain,2016,28/06/16,Smartphones,Air,Huawei Technologies Co,7000000
3040,Exports,China,Spain,2016,29/06/16,Smartphones,Air,Huawei Technologies Co,20000000
3041,Exports,China,Spain,2017,04/02/17,Smartphones,Air,Huawei Technologies Co,5000000
3042,Exports,China,Spain,2017,05/02/17,Smartphones,Air,Huawei Technologies Co,1000000
3043,Exports,China,Spain,2017,06/02/17,Smartphones,Air,Huawei Technologies Co,2000000
3044,Exports,China,Spain,2017,07/02/17,Smartphones,Air,Huawei Technologies Co,4000000
3045,Exports,China,Spain,2017,08/02/17,Smartphones,Air,Huawei Technologies Co,10000000
3046,Exports,China,Spain,2017,09/02/17,Smartphones,Air,Huawei Technologies Co,6000000
3047,Exports,China,Spain,2017,10/02/17,Smartphones,Air,Huawei Technologies Co,10000000
3048,Exports,China,Spain,2017,11/02/17,Smartphones,Air,Huawei Technologies Co,3000000
3049,Exports,China,Spain,2017,12/02/17,Smartphones,Air,Huawei Technologies Co,1000000
3050,Exports,China,Spain,2017,13/02/17,Smartphones,Air,Huawei Technologies Co,5000000
3051,Exports,China,Spain,2017,14/02/17,Smartphones,Air,Huawei Technologies Co,6000000
3052,Exports,China,Spain,2017,15/02/17,Smartphones,Air,Huawei Technologies Co,2000000
3053,Exports,Japan,USA,2017,16/02/17,Machinery and electronics,Air,Panasonic Co,5000000
3054,Exports,Japan,USA,2017,17/02/17,Machinery and electronics,Air,Panasonic Co,17000000
3055,Exports,Japan,USA,2017,18/02/17,Machinery and electronics,Air,Panasonic Co,1000000
3056,Exports,Japan,USA,2017,19/02/17,Machinery and electronics,Air,Panasonic Co,0
3057,Exports,Japan,USA,2017,20/02/17,Machinery and electronics,Air,Panasonic Co,48000000
3058,Exports,Japan,USA,2017,21/02/17,Machinery and electronics,Air,Panasonic Co,6000000
3059,Exports,Japan,USA,2017,22/02/17,Machinery and electronics,Air,Panasonic Co,12000000
3060,Exports,Japan,USA,2017,23/02/17,Machinery and electronics,Air,Panasonic Co,5000000
3061,Exports,Japan,USA,2017,24/02/17,Machinery and electronics,Air,Panasonic Co,12000000
3062,Exports,Japan,USA,2017,25/02/17,Machinery and electronics,Air,Panasonic Co,5000000
3063,Exports,Japan,USA,2017,26/02/17,Machinery and electronics,Air,Panasonic Co,2000000
3064,Exports,Japan,USA,2017,27/02/17,Machinery and electronics,Air,Panasonic Co,3000000
3065,Exports,Japan,USA,2017,28/02/17,Machinery and electronics,Air,Panasonic Co,6000000
3066,Exports,Japan,USA,2017,01/03/17,Machinery and electronics,Air,Panasonic Co,5000000
3067,Exports,Japan,USA,2017,02/03/17,Machinery and electronics,Air,Panasonic Co,15000000
3068,Exports,Japan,USA,2017,03/03/17,Machinery and electronics,Air,Panasonic Co,13000000
3069,Exports,Japan,USA,2017,04/03/17,Machinery and electronics,Air,Panasonic Co,2000000
3070,Exports,Japan,USA,2017,05/03/17,Machinery and electronics,Air,Panasonic Co,7000000
3071,Exports,Japan,USA,2017,06/03/17,Machinery and electronics,Air,Panasonic Co,4000000
3072,Exports,Japan,USA,2017,07/03/17,Machinery and electronics,Air,Panasonic Co,5000000
3073,Exports,Japan,USA,2017,08/03/17,Machinery and electronics,Air,Panasonic Co,9000000
3074,Exports,Japan,USA,2017,09/03/17,Machinery and electronics,Air,Panasonic Co,7000000
3075,Exports,Japan,USA,2017,10/03/17,Machinery and electronics,Air,Panasonic Co,16000000
3076,Exports,Japan,USA,2017,11/03/17,Machinery and electronics,Air,Panasonic Co,2000000
3077,Exports,Japan,USA,2017,12/03/17,Machinery and electronics,Air,Panasonic Co,1000000
3078,Exports,Japan,USA,2017,13/03/17,Machinery and electronics,Air,Panasonic Co,2000000
3079,Exports,Japan,USA,2017,14/03/17,Machinery and electronics,Air,Panasonic Co,6000000
3080,Exports,Japan,USA,2017,15/03/17,Machinery and electronics,Air,Panasonic Co,53000000
3081,Exports,Japan,USA,2017,16/03/17,Machinery and electronics,Air,Panasonic Co,6000000
3082,Exports,Japan,USA,2017,17/03/17,Machinery and electronics,Air,Panasonic Co,15000000
3083,Exports,Japan,USA,2017,18/03/17,Machinery and electronics,Air,Panasonic Co,2000000
3084,Exports,Japan,USA,2017,19/03/17,Machinery and electronics,Air,Panasonic Co,1000000
3085,Exports,Japan,USA,2017,20/03/17,Machinery and electronics,Air,Panasonic Co,2000000
3086,Exports,Japan,USA,2017,21/03/17,Machinery and electronics,Air,Panasonic Co,7000000
3087,Exports,Japan,USA,2017,22/03/17,Machinery and electronics,Air,Panasonic Co,9000000
3088,Exports,Japan,USA,2017,23/03/17,Machinery and electronics,Air,Panasonic Co,10000000
3089,Exports,Japan,USA,2017,24/03/17,Machinery and electronics,Air,Panasonic Co,26000000
3090,Exports,Japan,USA,2017,25/03/17,Machinery and electronics,Air,Panasonic Co,1000000
3091,Exports,Japan,USA,2017,26/03/17,Machinery and electronics,Air,Panasonic Co,8000000
3092,Exports,Japan,USA,2017,27/03/17,Machinery and electronics,Air,Panasonic Co,5000000
3093,Exports,Japan,USA,2017,28/03/17,Machinery and electronics,Air,Panasonic Co,15000000
3094,Exports,Japan,USA,2017,29/03/17,Machinery and electronics,Air,Panasonic Co,3000000
3095,Exports,Japan,USA,2017,30/03/17,Machinery and electronics,Air,Panasonic Co,24000000
3096,Exports,Japan,USA,2017,31/03/17,Machinery and electronics,Air,Panasonic Co,11000000
3097,Exports,Japan,Switzerland,2017,01/04/17,Cars,Sea,Honda,2000000
3098,Exports,Japan,Switzerland,2017,02/04/17,Cars,Sea,Honda,1000000
3099,Exports,Japan,Switzerland,2017,03/04/17,Cars,Sea,Honda,5000000
3100,Exports,Japan,Switzerland,2017,04/04/17,Cars,Sea,Honda,9000000
3101,Exports,Japan,Switzerland,2017,05/04/17,Cars,Sea,Honda,7000000
3102,Exports,Japan,Switzerland,2017,06/04/17,Cars,Sea,Honda,11000000
3103,Exports,Japan,Switzerland,2017,07/04/17,Cars,Sea,Honda,11000000
3104,Exports,Japan,Switzerland,2017,08/04/17,Cars,Sea,Honda,23000000
3105,Exports,Japan,Switzerland,2017,09/04/17,Cars,Sea,Honda,3000000
3106,Exports,Japan,Switzerland,2017,10/04/17,Cars,Sea,Honda,1000000
3107,Exports,Japan,Switzerland,2017,11/04/17,Cars,Sea,Honda,7000000
3108,Exports,Japan,Switzerland,2017,12/04/17,Cars,Sea,Honda,4000000
3109,Exports,Japan,Switzerland,2017,13/04/17,Cars,Sea,Honda,4000000
3110,Exports,Japan,Switzerland,2017,14/04/17,Cars,Sea,Honda,24000000
3111,Exports,Japan,Switzerland,2017,15/04/17,Cars,Sea,Honda,22000000
3112,Exports,Japan,Switzerland,2017,16/04/17,Cars,Sea,Honda,1000000
3113,Exports,Japan,Switzerland,2017,17/04/17,Cars,Sea,Honda,3000000
3114,Exports,Japan,Switzerland,2017,18/04/17,Cars,Sea,Honda,20000000
3115,Exports,Japan,Switzerland,2017,19/04/17,Cars,Sea,Honda,12000000
3116,Exports,Japan,Switzerland,2017,20/04/17,Cars,Sea,Honda,12000000
3117,Exports,Japan,Switzerland,2017,21/04/17,Cars,Sea,Honda,15000000
3118,Exports,Japan,USA,2017,22/04/17,Machinery and electronics,Air,Panasonic Co,1000000
3119,Exports,Japan,USA,2017,23/04/17,Machinery and electronics,Air,Panasonic Co,3000000
3120,Exports,Japan,USA,2017,24/04/17,Machinery and electronics,Air,Panasonic Co,4000000
3121,Exports,Japan,USA,2017,25/04/17,Machinery and electronics,Air,Panasonic Co,57000000
3122,Exports,Japan,USA,2017,26/04/17,Machinery and electronics,Air,Panasonic Co,4000000
3123,Exports,Japan,USA,2017,27/04/17,Machinery and electronics,Air,Panasonic Co,12000000
3124,Exports,Japan,USA,2017,28/04/17,Machinery and electronics,Air,Panasonic Co,30000000
3125,Exports,Japan,USA,2017,29/04/17,Machinery and electronics,Air,Panasonic Co,1000000
3126,Exports,Japan,USA,2017,30/04/17,Machinery and electronics,Air,Panasonic Co,2000000
3127,Exports,Japan,Mexico,2017,01/05/17,Machinery and electronics,Air,Panasonic Co,5000000
3128,Exports,Japan,Mexico,2017,02/05/17,Machinery and electronics,Air,Panasonic Co,27000000
3129,Exports,Japan,Mexico,2017,03/05/17,Machinery and electronics,Air,Panasonic Co,10000000
3130,Exports,Japan,Mexico,2017,04/05/17,Machinery and electronics,Air,Panasonic Co,11000000
3131,Exports,Japan,Mexico,2017,05/05/17,Machinery and electronics,Air,Panasonic Co,27000000
3132,Exports,Japan,Mexico,2017,06/05/17,Machinery and electronics,Air,Panasonic Co,3000000
3133,Exports,Japan,Mexico,2017,07/05/17,Machinery and electronics,Air,Panasonic Co,18000000
3134,Exports,Japan,Mexico,2017,08/05/17,Machinery and electronics,Air,Panasonic Co,7000000
3135,Exports,Japan,Mexico,2017,09/05/17,Machinery and electronics,Air,Panasonic Co,1000000
3136,Exports,Japan,Mexico,2017,10/05/17,Machinery and electronics,Air,Panasonic Co,3000000
3137,Exports,Japan,Mexico,2017,11/05/17,Machinery and electronics,Air,Panasonic Co,5000000
3138,Exports,Japan,Mexico,2017,12/05/17,Machinery and electronics,Air,Panasonic Co,34000000
3139,Exports,Japan,Mexico,2017,13/05/17,Machinery and electronics,Air,Panasonic Co,15000000
3140,Exports,Japan,Mexico,2017,14/05/17,Machinery and electronics,Air,Panasonic Co,1000000
3141,Exports,Japan,Mexico,2017,15/05/17,Machinery and electronics,Air,Panasonic Co,5000000
3142,Exports,Japan,Mexico,2017,16/05/17,Machinery and electronics,Air,Panasonic Co,7000000
3143,Exports,Japan,Mexico,2017,17/05/17,Machinery and electronics,Air,Panasonic Co,2000000
3144,Exports,Japan,Mexico,2017,18/05/17,Machinery and electronics,Air,Panasonic Co,55000000
3145,Exports,Japan,Mexico,2017,19/05/17,Machinery and electronics,Air,Panasonic Co,48000000
3146,Exports,Japan,Mexico,2017,20/05/17,Machinery and electronics,Air,Panasonic Co,1000000
3147,Exports,Japan,Mexico,2017,21/05/17,Machinery and electronics,Air,Panasonic Co,1000000
3148,Exports,Japan,Mexico,2017,22/05/17,Machinery and electronics,Air,Panasonic Co,1000000
3149,Exports,Japan,Mexico,2017,23/05/17,Machinery and electronics,Air,Panasonic Co,1000000
3150,Exports,Japan,Mexico,2017,24/05/17,Machinery and electronics,Air,Panasonic Co,3000000
3151,Exports,Japan,Mexico,2017,25/05/17,Machinery and electronics,Air,Panasonic Co,6000000
3152,Exports,Japan,Mexico,2017,26/05/17,Machinery and electronics,Air,Panasonic Co,36000000
3153,Exports,Japan,Mexico,2017,27/05/17,Machinery and electronics,Air,Panasonic Co,3000000
3154,Exports,Japan,Mexico,2017,28/05/17,Machinery and electronics,Air,Panasonic Co,2000000
3155,Exports,Japan,Mexico,2017,29/05/17,Machinery and electronics,Air,Panasonic Co,19000000
3156,Exports,Japan,Mexico,2017,30/05/17,Machinery and electronics,Air,Panasonic Co,13000000
3157,Exports,Japan,Mexico,2017,31/05/17,Machinery and electronics,Air,Panasonic Co,7000000
3158,Exports,Japan,Mexico,2017,01/06/17,Machinery and electronics,Air,Panasonic Co,5000000
3159,Exports,Japan,Mexico,2017,02/06/17,Machinery and electronics,Air,Panasonic Co,17000000
3160,Exports,Japan,Mexico,2017,03/06/17,Machinery and electronics,Air,Panasonic Co,13000000
3161,Exports,Japan,Mexico,2017,04/06/17,Machinery and electronics,Air,Panasonic Co,4000000
3162,Exports,Japan,Mexico,2017,05/06/17,Machinery and electronics,Air,Panasonic Co,8000000
3163,Exports,Japan,Mexico,2017,06/06/17,Machinery and electronics,Air,Panasonic Co,6000000
3164,Exports,Japan,Mexico,2017,07/06/17,Machinery and electronics,Air,Panasonic Co,7000000
3165,Exports,Japan,Mexico,2017,08/06/17,Machinery and electronics,Air,Panasonic Co,5000000
3166,Exports,Japan,Mexico,2017,09/06/17,Machinery and electronics,Air,Panasonic Co,35000000
3167,Exports,Japan,Mexico,2017,10/06/17,Machinery and electronics,Air,Panasonic Co,1000000
3168,Exports,Japan,Mexico,2017,11/06/17,Machinery and electronics,Air,Panasonic Co,3000000
3169,Exports,Japan,Mexico,2017,12/06/17,Machinery and electronics,Air,Panasonic Co,7000000
3170,Exports,Japan,Mexico,2017,13/06/17,Machinery and electronics,Air,Panasonic Co,6000000
3171,Exports,Japan,Mexico,2017,14/06/17,Machinery and electronics,Air,Panasonic Co,2000000
3172,Exports,Japan,Mexico,2017,15/06/17,Machinery and electronics,Air,Panasonic Co,7000000
3173,Exports,Japan,Mexico,2017,16/06/17,Machinery and electronics,Air,Panasonic Co,36000000
3174,Exports,Japan,Mexico,2017,17/06/17,Machinery and electronics,Air,Panasonic Co,2000000
3175,Exports,Japan,Mexico,2017,18/06/17,Machinery and electronics,Air,Panasonic Co,4000000
3176,Exports,Japan,Mexico,2017,19/06/17,Machinery and electronics,Air,Panasonic Co,2000000
3177,Exports,Japan,Mexico,2017,20/06/17,Machinery and electronics,Air,Panasonic Co,8000000
3178,Exports,Japan,Mexico,2017,21/06/17,Machinery and electronics,Air,Panasonic Co,3000000
3179,Exports,Japan,Mexico,2017,22/06/17,Machinery and electronics,Air,Panasonic Co,6000000
3180,Exports,Japan,Mexico,2017,23/06/17,Machinery and electronics,Air,Panasonic Co,26000000
3181,Exports,Japan,Mexico,2017,24/06/17,Machinery and electronics,Air,Panasonic Co,59000000
3182,Exports,Japan,Mexico,2017,25/06/17,Machinery and electronics,Air,Panasonic Co,2000000
3183,Exports,Japan,Mexico,2017,26/06/17,Machinery and electronics,Air,Panasonic Co,14000000
3184,Exports,Japan,Mexico,2017,27/06/17,Machinery and electronics,Air,Panasonic Co,9000000
3185,Exports,Japan,Mexico,2017,28/06/17,Machinery and electronics,Air,Panasonic Co,19000000
3186,Exports,Japan,Mexico,2017,29/06/17,Machinery and electronics,Air,Panasonic Co,9000000
3187,Exports,Japan,Mexico,2017,30/06/17,Machinery and electronics,Air,Panasonic Co,15000000
3188,Exports,Japan,Mexico,2017,01/07/17,Machinery and electronics,Air,Panasonic Co,2000000
3189,Exports,Japan,Mexico,2017,02/07/17,Machinery and electronics,Air,Panasonic Co,1000000
3190,Exports,Japan,Mexico,2017,03/07/17,Machinery and electronics,Air,Panasonic Co,6000000
3191,Exports,Japan,Mexico,2017,04/07/17,Machinery and electronics,Air,Panasonic Co,4000000
3192,Exports,Japan,Mexico,2017,05/07/17,Machinery and electronics,Air,Panasonic Co,5000000
3193,Exports,Japan,Mexico,2018,03/02/18,Machinery and electronics,Air,Panasonic Co,2000000
3194,Exports,Japan,Mexico,2018,04/02/18,Machinery and electronics,Air,Panasonic Co,1000000
3195,Exports,Japan,Mexico,2018,05/02/18,Machinery and electronics,Air,Panasonic Co,1000000
3196,Exports,Japan,Mexico,2018,06/02/18,Machinery and electronics,Air,Panasonic Co,8000000
3197,Exports,Japan,Mexico,2018,07/02/18,Machinery and electronics,Air,Panasonic Co,5000000
3198,Exports,Japan,Mexico,2018,08/02/18,Machinery and electronics,Air,Panasonic Co,5000000
3199,Exports,Japan,Mexico,2018,09/02/18,Machinery and electronics,Air,Panasonic Co,19000000
3200,Exports,Japan,Mexico,2018,10/02/18,Machinery and electronics,Air,Panasonic Co,1000000
3201,Exports,Japan,Mexico,2018,11/02/18,Machinery and electronics,Air,Panasonic Co,1000000
3202,Exports,Japan,Mexico,2018,12/02/18,Machinery and electronics,Air,Panasonic Co,4000000
3203,Exports,Japan,Mexico,2018,13/02/18,Machinery and electronics,Air,Panasonic Co,5000000
3204,Exports,Japan,Mexico,2018,14/02/18,Machinery and electronics,Air,Panasonic Co,1000000
3205,Exports,Japan,Mexico,2018,15/02/18,Machinery and electronics,Air,Panasonic Co,8000000
3206,Exports,Japan,South Korea,2018,16/02/18,Cars,Sea,Panasonic Co,28000000
3207,Exports,Japan,South Korea,2018,17/02/18,Cars,Sea,Panasonic Co,1000000
3208,Exports,Japan,South Korea,2018,18/02/18,Cars,Sea,Panasonic Co,49000000
3209,Exports,Japan,South Korea,2018,19/02/18,Cars,Sea,Panasonic Co,2000000
3210,Exports,Japan,South Korea,2018,20/02/18,Cars,Sea,Suzuki,5000000
3211,Exports,Japan,South Korea,2018,21/02/18,Cars,Sea,Suzuki,8000000
3212,Exports,Japan,South Korea,2018,22/02/18,Cars,Sea,Suzuki,4000000
3213,Exports,Japan,South Korea,2018,23/02/18,Cars,Sea,Suzuki,22000000
3214,Exports,Japan,South Korea,2018,24/02/18,Cars,Sea,Suzuki,3000000
3215,Exports,Japan,South Korea,2018,25/02/18,Cars,Sea,Suzuki,2000000
3216,Exports,Japan,South Korea,2018,26/02/18,Cars,Sea,Suzuki,2000000
3217,Exports,Japan,South Korea,2018,27/02/18,Cars,Sea,Suzuki,5000000
3218,Exports,Japan,South Korea,2018,28/02/18,Cars,Sea,Suzuki,22000000
3219,Exports,Japan,South Korea,2018,01/03/18,Cars,Sea,Suzuki,6000000
3220,Exports,Japan,South Korea,2018,02/03/18,Cars,Sea,Suzuki,16000000
3221,Exports,Japan,South Korea,2018,03/03/18,Cars,Sea,Suzuki,2000000
3222,Exports,Japan,South Korea,2018,04/03/18,Cars,Sea,Suzuki,5000000
3223,Exports,Japan,South Korea,2018,05/03/18,Cars,Sea,Suzuki,5000000
3224,Exports,Japan,Mexico,2018,06/03/18,Machinery and electronics,Air,ReachExt J.J,5000000
3225,Exports,Japan,Mexico,2018,07/03/18,Machinery and electronics,Air,ReachExt J.J,5000000
3226,Exports,Japan,Mexico,2018,08/03/18,Machinery and electronics,Air,ReachExt J.J,8000000
3227,Exports,Japan,Mexico,2018,09/03/18,Machinery and electronics,Air,ReachExt J.J,14000000
3228,Exports,Japan,Mexico,2018,10/03/18,Machinery and electronics,Air,ReachExt J.J,3000000
3229,Exports,Japan,Mexico,2018,11/03/18,Machinery and electronics,Air,ReachExt J.J,5000000
3230,Exports,Japan,Mexico,2018,12/03/18,Machinery and electronics,Air,ReachExt J.J,5000000
3231,Exports,Japan,Mexico,2018,13/03/18,Machinery and electronics,Air,ReachExt J.J,5000000
3232,Exports,Japan,Mexico,2018,14/03/18,Machinery and electronics,Air,ReachExt J.J,9000000
3233,Exports,Japan,Mexico,2018,15/03/18,Machinery and electronics,Air,ReachExt J.J,5000000
3234,Exports,Japan,Mexico,2018,16/03/18,Machinery and electronics,Air,ReachExt J.J,18000000
3235,Exports,Japan,Mexico,2018,17/03/18,Machinery and electronics,Air,ReachExt J.J,1000000
3236,Exports,Japan,Mexico,2018,18/03/18,Machinery and electronics,Air,ReachExt J.J,1000000
3237,Exports,Japan,China,2018,19/03/18,Cars,Sea,Suzuki,2000000
3238,Exports,Japan,China,2018,20/03/18,Cars,Sea,Suzuki,5000000
3239,Exports,Japan,China,2018,21/03/18,Cars,Sea,Suzuki,6000000
3240,Exports,Japan,China,2018,22/03/18,Cars,Sea,Suzuki,6000000
3241,Exports,Japan,China,2018,23/03/18,Cars,Sea,Suzuki,19000000
3242,Exports,Japan,China,2018,24/03/18,Cars,Sea,Suzuki,3000000
3243,Exports,Japan,China,2018,25/03/18,Cars,Sea,Suzuki,1000000
3244,Exports,Japan,China,2018,26/03/18,Cars,Sea,Suzuki,62000000
3245,Exports,Japan,China,2018,27/03/18,Cars,Sea,Suzuki,9000000
3246,Exports,Japan,China,2018,28/03/18,Cars,Sea,Suzuki,5000000
3247,Exports,Japan,China,2018,29/03/18,Cars,Sea,Suzuki,6000000
3248,Exports,Japan,China,2018,30/03/18,Cars,Sea,Suzuki,12000000
3249,Exports,Japan,China,2018,31/03/18,Cars,Sea,Suzuki,25000000
3250,Exports,Japan,China,2018,01/04/18,Cars,Sea,Suzuki,5000000
3251,Exports,Japan,China,2018,02/04/18,Cars,Sea,Suzuki,8000000
3252,Exports,Japan,China,2018,03/04/18,Cars,Sea,Suzuki,6000000
3253,Exports,Japan,China,2018,04/04/18,Cars,Sea,Suzuki,12000000
3254,Exports,Japan,China,2018,05/04/18,Cars,Sea,Suzuki,4000000
3255,Exports,Japan,China,2018,06/04/18,Cars,Sea,Suzuki,25000000
3256,Exports,Japan,China,2018,07/04/18,Cars,Sea,Suzuki,4000000
3257,Exports,Japan,China,2018,08/04/18,Cars,Sea,Suzuki,7000000
3258,Exports,Japan,China,2018,09/04/18,Cars,Sea,Suzuki,4000000
3259,Exports,Japan,China,2018,10/04/18,Cars,Sea,Suzuki,6000000
3260,Exports,Japan,China,2018,11/04/18,Cars,Sea,Suzuki,4000000
3261,Exports,Japan,China,2018,12/04/18,Cars,Sea,Suzuki,5000000
3262,Exports,Japan,China,2018,13/04/18,Cars,Sea,Suzuki,18000000
3263,Exports,Japan,China,2018,14/04/18,Cars,Sea,Suzuki,2000000
3264,Exports,Japan,China,2018,15/04/18,Cars,Sea,Suzuki,19000000
3265,Exports,Japan,China,2018,16/04/18,Cars,Sea,Suzuki,7000000
3266,Exports,Japan,China,2018,17/04/18,Cars,Sea,Suzuki,4000000
3267,Exports,Japan,China,2018,18/04/18,Cars,Sea,Suzuki,7000000
3268,Exports,Japan,China,2018,19/04/18,Cars,Sea,Suzuki,3000000
3269,Exports,Japan,China,2018,20/04/18,Cars,Sea,Suzuki,25000000
3270,Exports,Japan,China,2018,21/04/18,Cars,Sea,Suzuki,6000000
3271,Exports,Japan,China,2018,22/04/18,Cars,Sea,Suzuki,18000000
3272,Exports,Japan,China,2018,23/04/18,Cars,Sea,Suzuki,64000000
3273,Exports,Japan,China,2018,24/04/18,Cars,Sea,Suzuki,4000000
3274,Exports,Japan,China,2018,25/04/18,Cars,Sea,Suzuki,17000000
3275,Exports,Japan,China,2018,26/04/18,Cars,Sea,Suzuki,7000000
3276,Exports,Japan,China,2018,27/04/18,Cars,Sea,Suzuki,24000000
3277,Exports,Japan,China,2018,28/04/18,Cars,Sea,Suzuki,18000000
3278,Exports,Japan,China,2018,29/04/18,Cars,Sea,Suzuki,2000000
3279,Exports,Japan,China,2018,30/04/18,Cars,Sea,Suzuki,4000000
3280,Exports,Japan,China,2018,01/05/18,Cars,Sea,Suzuki,10000000
3281,Exports,Japan,China,2018,02/05/18,Cars,Sea,Suzuki,9000000
3282,Exports,Japan,China,2018,03/05/18,Cars,Sea,Suzuki,9000000
3283,Exports,Japan,China,2018,04/05/18,Cars,Sea,Suzuki,29000000
3284,Exports,Japan,China,2018,05/05/18,Cars,Sea,Suzuki,8000000
3285,Exports,Japan,China,2018,06/05/18,Cars,Sea,Suzuki,4000000
3286,Exports,Japan,China,2018,07/05/18,Cars,Sea,Suzuki,4000000
3287,Exports,Japan,China,2018,08/05/18,Cars,Sea,Suzuki,12000000
3288,Exports,Japan,China,2018,09/05/18,Cars,Sea,Suzuki,2000000
3289,Exports,Japan,China,2018,10/05/18,Cars,Sea,Suzuki,5000000
3290,Exports,Japan,China,2018,11/05/18,Cars,Sea,Suzuki,39000000
3291,Exports,Japan,China,2018,12/05/18,Cars,Sea,Suzuki,4000000
3292,Exports,Japan,China,2018,13/05/18,Cars,Sea,Suzuki,4000000
3293,Exports,Japan,China,2018,14/05/18,Cars,Sea,Suzuki,6000000
3294,Exports,Japan,China,2018,15/05/18,Cars,Sea,Suzuki,5000000
3295,Exports,Japan,China,2018,16/05/18,Cars,Sea,Suzuki,67000000
3296,Exports,Japan,China,2018,17/05/18,Cars,Sea,Suzuki,10000000
3297,Exports,Japan,China,2018,18/05/18,Cars,Sea,Suzuki,41000000
3298,Exports,Japan,China,2018,19/05/18,Cars,Sea,Suzuki,2000000
3299,Exports,Japan,China,2018,20/05/18,Cars,Sea,Suzuki,4000000
3300,Exports,Japan,China,2018,21/05/18,Cars,Sea,Suzuki,2000000
3301,Exports,Japan,China,2018,22/05/18,Cars,Sea,Suzuki,7000000
3302,Exports,Japan,China,2018,23/05/18,Cars,Sea,Suzuki,4000000
3303,Exports,Japan,China,2018,24/05/18,Cars,Sea,Suzuki,6000000
3304,Exports,Japan,China,2018,25/05/18,Cars,Sea,Suzuki,25000000
3305,Exports,Japan,China,2018,26/05/18,Cars,Sea,Suzuki,3000000
3306,Exports,Japan,China,2018,27/05/18,Cars,Sea,Suzuki,2000000
3307,Exports,Japan,China,2018,28/05/18,Cars,Sea,Suzuki,19000000
3308,Exports,Japan,China,2018,29/05/18,Cars,Sea,Suzuki,10000000
3309,Exports,Japan,China,2018,30/05/18,Cars,Sea,Suzuki,2000000
3310,Exports,Japan,China,2018,31/05/18,Cars,Sea,Suzuki,23000000
3311,Exports,Japan,China,2018,01/06/18,Cars,Sea,Suzuki,15000000
3312,Exports,Japan,China,2018,02/06/18,Cars,Sea,Suzuki,2000000
3313,Exports,Japan,China,2018,03/06/18,Cars,Sea,Suzuki,1000000
3314,Exports,Japan,China,2018,04/06/18,Cars,Sea,Suzuki,6000000
3315,Exports,Japan,China,2018,05/06/18,Cars,Sea,Suzuki,27000000
3316,Exports,Japan,China,2018,06/06/18,Cars,Sea,Suzuki,3000000
3317,Exports,Japan,China,2018,07/06/18,Cars,Sea,Suzuki,25000000
3318,Exports,Japan,China,2018,08/06/18,Cars,Sea,Suzuki,18000000
3319,Exports,Japan,China,2018,09/06/18,Cars,Sea,Suzuki,2000000
3320,Exports,Japan,China,2018,10/06/18,Cars,Sea,Suzuki,2000000
3321,Exports,Japan,China,2018,11/06/18,Cars,Sea,Suzuki,2000000
3322,Exports,Japan,China,2018,12/06/18,Cars,Sea,Suzuki,8000000
3323,Exports,Japan,China,2018,13/06/18,Cars,Sea,Suzuki,3000000
3324,Exports,Japan,China,2018,14/06/18,Cars,Sea,Suzuki,5000000
3325,Exports,Japan,China,2018,15/06/18,Cars,Sea,Suzuki,46000000
